name,company_id,customer_id,subscription_id,mrr,arr,discount_count,currency,interval
Jitter,co_1395dc7b-3c33-43c2-bf19-d0f89640d1f7,cus_SjSDvITObBNKnQ,sub_1Ro1yoKojVEYZPlXnfYXLaD8,89,,0.0,eur,month
Energy PR,co_cb87bae6-b9b1-443d-9f9f-391532b93e38,cus_SjW9yZAKTcGx00,sub_1Ro37qKojVEYZPlXXn7ZU5d8,89,,0.0,eur,month
younited,co_8174e9f0-4c7c-4d3e-8768-2a3ee764df31,cus_SjWWYXMzetFYaQ,sub_1Ro3V7KojVEYZPlXCejBSZ8M,89,,0.0,eur,month
Growth Division ,co_942cf961-5a0e-4bd6-9575-c188c36ca8fc,cus_SjX132cWoeqLT6,sub_1Ro3yxKojVEYZPlXKrj2DPbP,89,,0.0,eur,month
Photoroom,co_b89138bb-dce5-46b1-9e31-92fa36846b40,cus_SjXVrnESdhLhW9,sub_1Ro4TtKojVEYZPlXwGRc6jSB,89,,0.0,usd,month
KlickPiloten,co_e78cc909-d06d-4ed9-888f-f52b581f15aa,cus_SjaAlbDsi9c3ST,sub_1Ro72vKojVEYZPlXDMiUDwox,597,,0.0,eur,month
Rep.ai,co_3defd4de-81f5-4273-9053-f4c2e5431556,cus_SjcONpJO7CyDjN,sub_1Ro9AcKojVEYZPlXf3wBOeYK,89,,0.0,usd,month
Ring,co_9b98a756-14b8-4e43-a3c7-53986ed2ab87,cus_SjFL2Y9ezLMjpL,sub_1RoAC6KojVEYZPlX3GJdhl2p,199,,0.0,eur,month
180 Marketing Inc,co_c8d65818-80eb-454a-ae6c-d2100e05965a,cus_SjdjN04eJFj1HW,sub_1RoAUkKojVEYZPlX3x4Jj3EZ,698,,0.0,usd,month
AsiaYo Travel Technology ,co_0e19bb36-c91b-42df-abde-49190db3d0f4,cus_SjT3CIQLa7QJQe,sub_1RoJ0YKojVEYZPlXy73jU1aC,89,,0.0,eur,month
Recykal,co_b1ee3f3f-e658-480f-bab1-4aeb0757ec83,cus_Sij4St14PU41MY,sub_1RoJI6KojVEYZPlXsH4lbJZx,89,,0.0,eur,month
ai4Suite,co_e43808bf-b0fb-4783-a82c-0687e0ef1a8b,cus_SjoUKEybBfa0wG,sub_1RoKroKojVEYZPlXuEskLMWD,499,,0.0,eur,month
primelis,co_f2f15e87-d509-4ddf-b0af-9b6aaedc467a,cus_Sjq2VQ1HsswE74,sub_1RoMcHKojVEYZPlXSYGYtZ9O,2000,,0.0,eur,month
Worders,co_0c55edcd-bd3e-47fa-b83e-bc50f50e0321,cus_SjqJmQSVb3sDZR,sub_1RoMePKojVEYZPlX1hi3w720,89,,0.0,eur,month
Innova Energie,co_521728e5-a20c-4822-aab7-fe2cc2f49d35,cus_Sjs8FF6zcXQETe,sub_1RoOR8KojVEYZPlXJ4fd4mtt,89,,0.0,eur,month
SEMTRIX GmbH,co_1cc2365a-ac27-4e39-a91b-bfd1b5a72d66,cus_SjsQ6gQzfx4zhp,sub_1RoOpyKojVEYZPlX74dJ0dKs,178,,0.0,eur,month
HawkSEM,co_5e976731-1e5f-4cca-ba5d-323373a72a8a,cus_Sk0BfBz1t59v9r,sub_1RoWB6KojVEYZPlX4SqdC656,178,,0.0,eur,month
shopify,co_53d79119-c861-4527-95b9-3fe6392725ee,cus_Sk6iSXnYMX2VU0,sub_1RocVKKojVEYZPlXk8MwfnT4,89,,0.0,usd,month
Starty Digital,co_b36ac1bd-ade1-40de-adb7-28a68b4c5d09,cus_SeYgkC2GHIWdIo,sub_1RoekCKojVEYZPlXlPFt0U9I,89,,0.0,eur,month
Northward Marketing,co_af3e0c0b-c564-4328-ab30-755003d39f16,cus_Sk9po3tIkewRNt,sub_1RofWjKojVEYZPlXdZBXYOFD,199,,0.0,eur,month
Adevinta Jobs SLU,co_b48b0347-77f9-40c3-adbc-3e36e65ba46c,cus_SkAxyfJxe4T1wf,sub_1RoggfKojVEYZPlXupq569fn,169,2029.0,0.0,eur,year
Hearts & Science,co_2049e669-20d7-4c8a-8da7-773f7eeadf58,cus_SioM6Z62vji3OW,sub_1RoiUMKojVEYZPlXRamB6Sip,1500,,0.0,eur,month
proteintech,co_98749fd2-09dd-4d19-9b68-632192f56771,cus_SkD06VNrSetLSd,sub_1RoikiKojVEYZPlX34NQm0Ls,118,,0.0,eur,month
BP Digital,co_551f3bb8-5023-4a83-a214-90699a3243e1,cus_SkEAp44ILbJ3Z4,sub_1RojmUKojVEYZPlXF0KQI3fP,89,,0.0,eur,month
Zooka,co_51064ad7-00c6-45b1-a91a-3601a93fbf9b,cus_Sdr5vtKotfxlw3,sub_1RolCqKojVEYZPlXir4W1udi,400,,0.0,eur,month
EUPHORIA®,co_a0e2ea2f-b614-46bb-b1c1-21008226279a,cus_SkGDQK8anvnZMp,sub_1RoliAKojVEYZPlXVnqPzlkK,199,,0.0,eur,month
elevenlabs,co_f14749e9-6304-45cd-bb81-d4102863e160,cus_SkGY0LHThndUcH,sub_1Rom1NKojVEYZPlXdTUhstMI,450,,0.0,eur,month
n8n,co_9dc782d2-a958-435d-999a-cb5ae600829c,cus_ScLSpZ5qCgGvj9,sub_1RomDjKojVEYZPlX7V5g2ArD,89,,0.0,eur,month
homeandsmart,co_f99f4092-b75f-4401-b887-9a98b6c311d1,cus_SkHM57oOU0rYHJ,sub_1RompbKojVEYZPlX2mGQiRTO,89,,1.0,eur,month
Zero,co_67d6339a-e966-4d01-8fe3-b1c3ec07326b,cus_ScLACerVE8e5LW,sub_1RooDbKojVEYZPlXkc7wIILN,89,,0.0,eur,month
Solink,co_c620de45-a81b-4862-b416-52a5afad2a9e,cus_SZE1nuXVWQldml,sub_1Roos8KojVEYZPlXaluMXKz8,199,,0.0,eur,month
GoWish,co_e56bed0c-4b00-4c91-bdf7-0aa74a3a7527,cus_SkYDltyIYjK61P,sub_1Rp37cKojVEYZPlXGqvG9MWC,89,,0.0,usd,month
Partnerize,co_85a66c87-10bf-4765-8be8-3229330f4b5e,cus_SkfuzvbTNROlxE,sub_1RpAa9KojVEYZPlX3HFm3drT,199,,0.0,usd,month
neusta,co_199d66ec-b0e4-4550-8f92-b7afffa2bb67,cus_SlIQH54LQ7XO3k,sub_1RpmBbKojVEYZPlXw8oln1wa,89,,0.0,eur,month
GrowRoom,co_3fcefeb3-7a47-439d-917e-4e925319b9da,cus_SlKB9PswXUcLm8,sub_1RpnZUKojVEYZPlX3UcGZhRj,689,,0.0,eur,month
Soda PDF,co_06c35d2f-7e3b-42a3-bbcd-5c799d2c8cb7,cus_SlNwBCc0nqrWq7,sub_1RprCCKojVEYZPlXd8rjZrcB,199,,0.0,eur,month
Informa,co_e2daed21-e66b-4662-b432-247e9d80ce41,cus_SlOsei2KqRSEtO,sub_1Rps4zKojVEYZPlXH7xXcJyK,199,,0.0,eur,month
AiPrise,co_3de1de01-f101-459f-9ac9-40dc5e91c11a,cus_SlRhj05DHqYtAD,sub_1RpunuKojVEYZPlX8ueBtUEU,89,,0.0,usd,month
Boxhub,co_259ebcb7-3732-4ed4-93b7-113278d6ff59,cus_SlSx0FPNvwziN2,sub_1Rpw3ZKojVEYZPlXsg7m487O,89,,0.0,eur,month
Appiphony,co_e5846992-d08c-43fc-bb87-15859fd827bf,cus_SlTJWz7aSPKY0P,sub_1RpwNBKojVEYZPlX2LnLZmg0,89,,0.0,usd,month
Access Holdings ,co_0b199232-f859-4f09-9d5c-100def99011d,cus_SlP5Bbkfb0iNjS,sub_1RpxqhKojVEYZPlXGaO4jmnO,90,,0.0,eur,month
Jacob McMillen,co_3a89fbf6-440b-423f-9eba-7dc1edc607d6,cus_SdYJplAagrT9R6,sub_1Rq81kKojVEYZPlX7cIXE8cj,0,,1.0,eur,month
Sitegeist,co_942a8c04-d62b-47c3-8538-ebe0df7cf394,cus_SlfVsefOcCMZOp,sub_1Rq8BQKojVEYZPlXjem6lL8P,298,,0.0,eur,month
Gravy,co_0a2906a1-338c-4f6b-bddf-57edbd001988,cus_SlfdFyfezTeXcg,sub_1Rq8J7KojVEYZPlXQXRm7gVv,89,,0.0,eur,month
Handl,co_31fcf660-688e-4e76-8d22-9d3d3b9e66bc,cus_SPJ8wFDSoHFNRt,sub_1Rq8YWKojVEYZPlXqEV55c4z,0,,1.0,eur,month
upvotemarketing.com,co_184e2969-6c16-4c03-8a3d-f9a10e7fb214,cus_SREF07L6UeeX5R,sub_1Rq8bDKojVEYZPlXCz0oC3Wp,0,,1.0,eur,month
Lemlist,co_cdfad61e-8213-469e-9088-80dbdc8d26d0,cus_SijtMj1kurfK43,sub_1Rq8i8KojVEYZPlXcERhk3Di,0,,1.0,eur,month
gastromatic,co_1082b530-da90-4008-a331-3e4673191178,cus_SgpqZnS7MDdXUg,sub_1Rq9K2KojVEYZPlXkLqHxH7H,89,,0.0,eur,month
Exposure Ninja,co_ad26104b-c308-4118-b2b1-eed484aeb88f,cus_SlNB2lcj105e0w,sub_1RqC2GKojVEYZPlXSIIek3Fn,0,,1.0,eur,month
bernard.digital,co_c9e61a7a-c95e-4754-b50f-461464b0c847,cus_SllgPGRyI4kNct,sub_1RqEBkKojVEYZPlXCe3ZQZnQ,262,,0.0,eur,month
Resi,co_aaf5fe26-2ab4-4c5c-b89a-611bf6ddce03,cus_SllTL9tbzTbdrb,sub_1RqEOGKojVEYZPlXgwlnNbk0,89,,0.0,eur,month
CommsCo,co_01dbefdf-03bd-4788-90c3-8aeb11c359f7,cus_SlmRXxPfcvT5vJ,sub_1RqEu2KojVEYZPlX9mMIMKnT,280,,0.0,eur,month
,,cus_SlmtiGtB4BBrcl,sub_1RqFSSKojVEYZPlXL9Kk83Lj,169,2029.0,0.0,eur,year
Simpplistic,co_615b6999-1f83-441e-8ec0-f4cc75ffcc2f,cus_SlrGg0iy3tCW5Y,sub_1RqJZVKojVEYZPlXbtkJerp3,534,,0.0,usd,month
Delta Protect,co_73427989-8cc0-4f85-892d-fee7d2bafa6a,cus_SkjZp5JVYtfQ4X,sub_1RqKNsKojVEYZPlXCc9MnncZ,89,,0.0,eur,month
Heavybit,co_bea343be-0b84-499f-be59-6fe17fd63f3d,cus_Slqk2mxBCy3AW0,sub_1RqKURKojVEYZPlXfNDcsj1g,89,,0.0,usd,month
liveconscious,co_52fee16d-3823-472c-87fb-5d4c406928af,cus_Slu2eIuLdIjiV6,sub_1RqMEuKojVEYZPlXneZ3a1dn,89,,0.0,usd,month
PRIMAGAS Energie GmbH,co_f4d16429-d742-47a3-833f-a6ff58f2870c,cus_Sm4EKpH5BkJI0y,sub_1RqW93KojVEYZPlXXznaENUg,199,,0.0,eur,month
Internetwarriors,co_8bea5812-9eb8-4d92-bb20-812be3afcf7c,cus_Sm4M38gv25Hqtv,sub_1RqWFSKojVEYZPlXsmDlqvcr,297,,0.0,eur,month
Travellers Society,co_281e6971-73e2-49cf-92fe-9a344081d4a6,cus_Sm4qObtnjvZeg6,sub_1RqWiNKojVEYZPlXbTDwuK5Q,348,,0.0,eur,month
AppSignal,co_e0e0eb2b-fe42-47bc-b0fd-425579a4949e,cus_Sm5wpzWJgVci5D,sub_1RqXloKojVEYZPlXO7PdAvoI,89,,0.0,usd,month
Meili & Hess,co_0badac86-8c10-4ad9-af88-7d462cf16e38,cus_Sm8GUg153kFohf,sub_1Rqa05KojVEYZPlX53fjwOnn,200,,0.0,eur,month
Kulturwerke Deutschland,co_5dce817b-6323-42ae-a41c-ffe048d04cd2,cus_Sm8OEPXPPsrECJ,sub_1Rqa9AKojVEYZPlXgbORMWQy,199,,0.0,eur,month
COR Berlin Kommunikation ,co_030cbbef-21fb-4d60-9c21-433bb8a9d6f1,cus_SmAjrdVG2Y1SNG,sub_1RqcPgKojVEYZPlXofxpcUGX,89,,0.0,eur,month
John Burns Research and Consulting,co_d6827b1e-743c-4450-b339-43acf0ca7a20,cus_SdyQebDhZrfkMY,sub_1RqdLJKojVEYZPlXN8rpBbZ3,89,,0.0,usd,month
AlertMedia,co_3f52a6f8-b501-48cf-a3fe-a58eaff9cc6f,cus_SmBygESds3bpsv,sub_1Rqf90KojVEYZPlXZxv0i4xL,199,,0.0,eur,month
Alpine Analytix,co_96191db9-b1c0-4f64-9a3a-2ce5725c82a5,cus_SmDeWniapUAohI,sub_1RqfDZKojVEYZPlXFZOpsJtO,199,,0.0,usd,month
Centro,co_e3c15372-1f4f-484e-810a-a14ef14fd8a7,cus_SlwSgQqihKMeRx,sub_1RqgNOKojVEYZPlXKJKauWm5,89,,0.0,usd,month
FGS Global,co_74e8eae0-d4e8-44dd-b5f0-242e3ced05c6,cus_SmJQ37rQGpgKix,sub_1RqkniKojVEYZPlXyYr7lvd4,288,,0.0,eur,month
Edelman,co_e2f1c381-dc1c-478a-ac45-8b3ad01a382f,cus_SIL4bL6FgBN8OM,sub_1RqnjTKojVEYZPlXZaNbMR9P,89,,0.0,eur,month
Singapore Tourism Board,co_98f0d606-4613-4ae8-a615-7db3c802214f,cus_SmMZv1Fe7Lxqho,sub_1RqnqrKojVEYZPlXU7sEiphu,89,,0.0,eur,month
Design Sauce Studio,co_1a4f7036-805d-4fe5-90f6-2ae71f217da8,cus_Se0s1Bwr90IdcC,sub_1RqnsSKojVEYZPlXnUAMWj2y,89,,0.0,eur,month
Fotocasa,co_2e6c9c33-2362-4181-a1da-838cd336d299,cus_SmPuAZoixMvz8M,sub_1Rqr58KojVEYZPlXA4LkghVX,199,,0.0,eur,month
Limitless Agency,co_e98a8d5d-33e9-4fad-a245-72b0df51e08d,cus_Sf03i8frOYui8M,sub_1RqrREKojVEYZPlXbw10wR6v,267,,0.0,eur,month
Polaris Media GmbH,co_9e1edbd5-1c27-48d9-9ef8-08da89791a3d,cus_SmQeGEfsIcwSv9,sub_1RqrusKojVEYZPlXb5jAF6B1,89,,0.0,eur,month
YET Agency,co_c3d35cea-ce10-428c-80d2-f0d6306da8f9,cus_SmQunT8G1hhXF9,sub_1Rqs5HKojVEYZPlXnZtlwusG,89,,0.0,eur,month
iteratec GmbH,co_7fb8e31f-bb72-44e9-82af-f984912073c0,cus_SmRJMaydj6c0fr,sub_1RqsXBKojVEYZPlXFPY2CFet,89,,0.0,eur,month
straight. GmbH,co_e1a30beb-e52b-46b0-b47a-9a128a98e8d2,cus_SmRqFxzdIcqDj5,sub_1RqsytKojVEYZPlXcdK6AFvq,178,,0.0,eur,month
Codicem,co_9bac8813-6796-4953-90e0-be5c800be0a3,cus_SmVKXbAxsnDRew,sub_1RqwLDKojVEYZPlXFFznafoG,89,,0.0,eur,month
Mito,co_14b5e3c5-484d-47c0-ad14-d8da057ee787,cus_SjsMER7unqgZkj,sub_1RqwojKojVEYZPlXwFW5rYZx,1350,16200.0,0.0,eur,year
Campact,co_aa88029c-8287-466f-99b4-d666535019c3,cus_SkH26cOrxF6Tkn,sub_1RqxzAKojVEYZPlX0Kg1pKkx,89,,0.0,eur,month
Eland Cables,co_7a078184-d01d-4f47-b17c-6e9fd8269cd7,cus_Sj3bA89UOj0RoI,sub_1RqzBxKojVEYZPlXIkTF3cHP,340,4080.0,0.0,eur,year
Elaine Kuckertz,co_5cfbc4a5-f1f1-43a1-b6c5-56cce333c879,cus_SmbqeBEWdoJHEs,sub_1Rr2dHKojVEYZPlXSzzDRxvh,89,,0.0,usd,month
Jaywing,co_1e74019b-3f5a-4d1e-9aa4-6c77cb98463c,cus_SmgQ45e5kNkILp,sub_1Rr73XKojVEYZPlXn8NGYOOJ,199,,0.0,eur,month
GPT Insights,co_da2f3c0b-b7e3-427b-965a-5f0f17af608a,cus_SJnC0xzHx6AUyA,sub_1RrHQEKojVEYZPlX7y8pR7wq,0,,1.0,eur,month
Digi-Express Digital Marketing,co_3648f57c-32b2-403a-b261-84e3f9437d96,cus_SmrPDKOHUNNsLz,sub_1RrHh5KojVEYZPlXo4aHGPBe,398,,0.0,eur,month
Digi-Express,co_6916b07e-c4b0-4758-b27f-a4875afd8dce,cus_SmrPDKOHUNNsLz,sub_1RrHh5KojVEYZPlXo4aHGPBe,398,,0.0,eur,month
Airfleet,co_3e68ab7d-79ad-4468-90bb-3e36a08703c7,cus_SmriIEGHFhtbb8,sub_1RrHzBKojVEYZPlXGkD5feHE,200,,0.0,eur,month
idealo internet GmbH,co_7606dabf-1917-4c57-a5af-85bef27a6748,cus_SZebbIRrgdbCTx,sub_1RrIBRKojVEYZPlXezTdggye,199,,0.0,eur,month
Kicksta,co_4c5d659e-d989-4235-af4f-3f065f016371,cus_SmtCGHEUR7glja,sub_1RrJTTKojVEYZPlXtTACfvjK,89,,0.0,eur,month
ChoiceLocal,co_cdd7266c-9dba-479e-beb2-2eb3f7b2e1c9,cus_SmttlXGBxikTjN,sub_1RrK6cKojVEYZPlXGRy3Gmy1,89,,0.0,usd,month
Equipping Entrepreneurs ,co_f2482604-657e-4339-9d85-d9ac9ddf7358,cus_Smv4UBMvQfuYV0,sub_1RrLG1KojVEYZPlXaFBfNPxW,199,,0.0,usd,month
Estrategia MIC,co_f33264c4-225d-4409-913d-7d9d584184d2,cus_SmvKpf8eAIUB4I,sub_1RrLTrKojVEYZPlXlRwQdxvf,160,,0.0,eur,month
Sabri,co_4f7c633d-6204-4a2d-a019-3110251a9402,cus_Smw0AqaryPbGMG,sub_1RrM8wKojVEYZPlXKoQARUWX,89,,0.0,eur,month
ATTACH,co_9b6f8683-f554-428e-8780-4a3ed3f1d5ab,cus_Sn1NpG8wNPNxvP,sub_1RrRkKKojVEYZPlXebU3fwTN,89,,0.0,eur,month
Glowcard,co_96d54514-61c7-4354-8d09-a08265b16002,cus_SnhjebTe7TfNht,sub_1Rs6MWKojVEYZPlXLV3RXrBb,89,,0.0,eur,month
UpXcale,co_2f5293d3-da0d-4371-a937-0ddc11c4d07a,cus_Snl8j1I79V1m4J,sub_1Rs9d7KojVEYZPlXHz7YQILT,89,,0.0,eur,month
Advice Interactive,co_0f649f88-35b0-401c-8fd2-fe9397f1c2bb,cus_SnrUb7yvjBigBm,sub_1RsG1tKojVEYZPlX4GOaya49,2260,,0.0,usd,month
SlotoCash,co_38858cf3-b340-4240-a097-59ef0437be24,cus_SnwIeBqVE7HYV3,sub_1RsKSlKojVEYZPlXeBXCRw4N,199,,0.0,eur,month
Corporate Apartment Group ,co_31f38f76-666b-4f98-b5b0-822c9724b84a,cus_Snxne7ktIemB7i,sub_1RsLzqKojVEYZPlXAwDFLnTl,89,,0.0,eur,month
Fitatu Sp. z o.o.,co_7d67ef77-ca16-47c6-9f23-5535adf08e9f,cus_Sny2ZfscXXh3SS,sub_1RsMEuKojVEYZPlXu4aN8xOc,89,,0.0,eur,month
Solsten,co_18791350-b844-48bd-af41-f17349f1ea29,cus_Snyw3dPGdqOsBa,sub_1RsN2jKojVEYZPlXi1C9YLUU,89,,0.0,eur,month
Strise,co_29030646-4805-490b-89ad-7217c2ad5569,cus_SeY8saenAb06ZZ,sub_1RsNDaKojVEYZPlXzIu0EPMP,199,,0.0,eur,month
SellerX,co_c4585a1b-8928-4215-b894-a7bc14d966b8,cus_So0r8UOQAAUj8b,sub_1RsOvpKojVEYZPlXdL8Ssw3s,267,,0.0,eur,month
allink,co_3bfb1895-2644-4395-b045-bebf890177b1,cus_SnyXCw3C2YzuQ2,sub_1RsPTFKojVEYZPlXT40X3ahm,89,,0.0,eur,month
Crest Comms,co_fc25e241-a38f-419e-9ca0-32e59e00ad64,cus_So0n8S9IeN7qL1,sub_1RsPfSKojVEYZPlXGWUMD9Ae,89,,0.0,eur,month
Revenera,co_313d52e3-c5d7-4b69-b452-f7509cf28354,cus_So5learMqlS2UG,sub_1RsTckKojVEYZPlXnkj2HfDJ,199,,0.0,eur,month
100,co_c11ad997-d780-4282-9282-a7be179fa1d4,cus_So5ldH9zIPrlYD,sub_1RsTfKKojVEYZPlXe5u7wGnb,178,,0.0,usd,month
Agorapulse,co_8156f59f-e5a7-4994-819e-3c76ab914f6d,cus_SoBTOu5Q5wIFza,sub_1RsZ6UKojVEYZPlXrBo4MPri,89,,0.0,eur,month
Mention,co_9f372321-a554-4439-9449-1b6b3f6c2b01,cus_SoBTOu5Q5wIFza,sub_1RsZ6UKojVEYZPlXrBo4MPri,89,,0.0,eur,month
Gear4music,co_01dcf2fa-95ad-454a-8e01-2db37387af58,cus_SoKQVKYPKRFBG9,sub_1RshssKojVEYZPlXHv3eHQUu,199,,0.0,eur,month
,,cus_SnzAaPdWRzKz9C,sub_1Rsi6xKojVEYZPlXUEf8AT1n,299,,0.0,eur,month
Flexcar,co_adbe21c3-56b8-415e-af60-6d0486bbcbf4,cus_SoMdcXN1qmKNwB,sub_1Rsjv4KojVEYZPlXKpCpcHt7,89,,0.0,eur,month
Adpremier,co_fb1fcdf8-1580-4dd9-bbfe-2c10e13defb6,cus_SoNe1xnFzvCfB1,sub_1Rsl1OKojVEYZPlX8WQgYZiM,89,,0.0,eur,month
HarrySid,co_316e7f6e-b64a-4d7c-8f68-357c093ebf62,cus_SoOxBuHKnaIbHY,sub_1RsmEqKojVEYZPlXY8MfMAFa,89,,0.0,usd,month
Fight or Flight,co_84e8139e-b740-4977-a172-d870fa6e5a93,cus_SoPziaBxesja8f,sub_1Rsn9WKojVEYZPlXXfrytZX6,499,,0.0,eur,month
Elegant Disruption,co_6df4254d-9b20-4646-bf9a-aaff2019fca0,cus_SoTWQshtdzZ4wa,sub_1RsqZSKojVEYZPlXLhiqBfPq,287,,0.0,eur,month
cosmos,co_99be20fe-b8ef-4843-a060-e5cff55cd7bf,cus_SociqcOBnYiLw3,sub_1RszVBKojVEYZPlXoygisGgA,199,,0.0,eur,month
Brand Affairs,co_7a6d9101-7edf-4e49-bfa4-847697f0b3bc,cus_SoeU2OdouxgNR5,sub_1Rt1CqKojVEYZPlX0XDv7p2Z,89,,0.0,eur,month
Platformengineering.org,co_e48b704c-2a29-4132-adf6-1face7fa9010,cus_SedGg3ycZxjmtC,sub_1Rt2PVKojVEYZPlXMARmgr52,89,,0.0,eur,month
Yours Sincerely,co_11641df0-7f50-49df-a6da-3cee2d099ac8,cus_SogenAjMelE6Ms,sub_1Rt3NEKojVEYZPlXmDLUa8Kx,178,,0.0,eur,month
Aroma ,co_93f04703-1d4a-41e5-a08c-77020aaab83e,cus_SohxgiRsX9rsbW,sub_1Rt4uIKojVEYZPlXTskBh15A,89,,0.0,eur,month
QualityLogic,co_35164062-3d2a-42b8-8169-2f3be583a03a,cus_SonyGDbtL3cvSy,sub_1RtANlKojVEYZPlXSwArwFLC,89,,0.0,usd,month
Velaspan,co_1eb793cf-e41b-494f-ad86-a38ddc4480c3,cus_SopOrZzktL6Uqx,sub_1RtBmNKojVEYZPlXKuHYqhjS,89,,0.0,usd,month
Shadow-Soft,co_e3306b3a-12b4-4724-85c2-07a9faaea658,cus_Soq9X9QI75gCQB,sub_1RtCUeKojVEYZPlXo1QQbP84,89,,0.0,usd,month
TJ Digital,co_2c790417-daea-4a00-a328-b0575eeb9c9e,cus_Soty5ZCdLV79mv,sub_1RtGAOKojVEYZPlXpoRoWvoD,1100,,0.0,eur,month
Loberon,co_ad409836-85d9-4639-87b1-eae351e5ee80,cus_Sp2l0Odv2Xjy5V,sub_1RtOlMKojVEYZPlXjdzaP88R,89,,0.0,eur,month
Bearaby,co_0d52313d-fc29-4aca-bef7-f2cd80f9d946,cus_Sp3KTYziQyLr3j,sub_1RtPIQKojVEYZPlXOvRqBSSh,89,,0.0,eur,month
Lick,co_3eb97c2c-b978-4b17-968c-363165e48a98,cus_Sp4DLHeUNxlWiL,sub_1RtQ8HKojVEYZPlXAdwqmycR,89,,0.0,eur,month
Nationwide Vehicle Contracts,co_ceb1d762-32b5-4e3a-9f59-55312fa6cd93,cus_Sop2DLkHY3VR83,sub_1RtQJvKojVEYZPlXwxt4qTXO,199,,0.0,eur,month
First Digit,co_f3dcc2b3-c4c3-4838-9f29-7a741a0c6aeb,cus_Sp5fazpqalbiSN,sub_1RtRX3KojVEYZPlXsLsh88hT,89,,0.0,eur,month
Feather,co_9daac976-5337-436c-91ad-1b7ca7639f0a,cus_SoJJcKQZK1lxIT,sub_1RtSXiKojVEYZPlXj7IVG09A,89,,0.0,eur,month
Medfin AI,co_9c6d6228-0a40-4b1c-b7c4-777b99f6dbae,cus_Sp9FyJcFyKzylC,sub_1RtV5mKojVEYZPlXY5seBS5I,89,,0.0,eur,month
Smarty Marketing,co_3c2fb88d-2885-4d06-bb9a-d187c9f77472,cus_SobNzvVKioQlCZ,sub_1RtVyfKojVEYZPlXPp54HipF,0,,1.0,usd,month
jefit,co_7981e564-5bbd-4fc8-a756-0da794b88730,cus_SmekfDO989VnzS,sub_1RtXlfKojVEYZPlXayN529i2,89,,0.0,usd,month
QuotaPath,co_805a38ec-d25f-4f85-9074-27d210690032,cus_SpDP5V9rFcabkK,sub_1RtZ0iKojVEYZPlXEeoQeMhc,199,,0.0,eur,month
Commit Agency,co_9ae87fd0-a155-4ce3-a95c-538cb03bab54,cus_SpEqwqHkQvH6TW,sub_1RtaMzKojVEYZPlXk9khXFjE,199,,0.0,eur,month
Player,co_f99d80fc-fc09-44d0-83e5-35d3d2443473,cus_SojIObQZ86PfSf,sub_1RtlRlKojVEYZPlXwIXdrM1j,199,,0.0,eur,month
Metrohm,co_56998606-a387-4472-a777-3c8c74c849d3,cus_Sojor0mGxUBKzF,sub_1RtmpnKojVEYZPlXzutMoABZ,199,,0.0,eur,month
Bkomm GmbH,co_d53fa515-b7af-4e75-8702-c8eed21d6f42,cus_SpRyO9202KwVrc,sub_1RtnJTKojVEYZPlXFaLdKZ47,90,,0.0,eur,month
Betfair,co_77d28452-c488-4a33-936d-fa206a65499c,cus_ScRSD4NOeUD4pk,sub_1RtnRQKojVEYZPlXcVJwQmKj,248,,0.0,eur,month
Blueprint for Scale,co_065838fd-e145-4c7f-85be-24cdc7bd00f4,cus_SpTjYVHaRpXCd7,sub_1RtonTKojVEYZPlX1mwDYkvO,89,,0.0,eur,month
Influ2,co_c0a3d211-4eab-4dc7-af08-760171964080,cus_SpZlUaXgINxmjQ,sub_1RtudVKojVEYZPlXsR7aw8cs,89,,0.0,usd,month
Rangewell,co_b17ca94e-f52c-4eda-b125-3950a0b2eed8,cus_Spa0vAjpnKRPZN,sub_1RturHKojVEYZPlXntymaYwT,199,,0.0,eur,month
Oyster,co_aa791942-38bc-4e67-b739-9895d6b56458,cus_SpeVQbCHuDzcyE,sub_1RtzEJKojVEYZPlXBbRwatTQ,199,,0.0,eur,month
Main Clinic Supply,co_c6ba4588-fa28-444a-b28b-963323776097,cus_Spoa8wKh9vOdDT,sub_1Ru8zoKojVEYZPlXweW6ZkMr,199,,0.0,eur,month
Lusha,co_036a5005-66d5-4b5d-bd74-6a0fdf471c17,cus_SqBeTqXvxYnVVG,sub_1RuVHIKojVEYZPlXAt70q8nH,199,,0.0,eur,month
HLC,co_4d326e19-b7a8-44f3-9beb-0247a5ce875c,cus_SqGOZgoXdXHUNf,sub_1RuZtMKojVEYZPlXga2cooHZ,89,,0.0,eur,month
Outrank,co_3727f542-b1c5-4088-b0ac-b7accc6b0e2f,cus_SqX9Ce07ttRkYY,sub_1Ruq5TKojVEYZPlX3OPNz2oZ,199,,0.0,eur,month
SPA Deluxe GmbH,co_792e8742-e49c-4db4-a7cb-a9f585cdc704,cus_Sf0WZdrQPWoZ1p,sub_1Rur9nKojVEYZPlXio7E5DwA,89,,0.0,eur,month
,,cus_SqYmIiGPbR2zs1,sub_1RurnDKojVEYZPlXtBO9nJtE,199,,0.0,eur,month
EGP,co_c2628491-dfc4-4806-92ef-9127f24b639a,cus_SqaL3xXoqmphI4,sub_1RutBcKojVEYZPlX3o37JBeg,170,,0.0,eur,month
